id;nodeI;nodeJ;distance;danger;amenagement
1544;473;514;1.4345;2.869;0
1545;474;433;1.3001;2.6002;0
1546;475;435;1.0869;2.1738;0
1547;475;434;1.1761;2.3522;0
1548;477;437;1.1732;2.3464;0
1549;477;438;1.3564;2.7128;0
1550;477;516;1.1556;2.3112;0
1551;478;438;1.0736;2.1472;0
1552;478;437;1.6006;3.2012;0
1553;478;479;0.8229;1.6458;0
1554;479;478;0.8229;1.6458;0
1555;479;439;1.137;2.274;0
1556;479;519;0.8421;0.8421;1
1557;480;520;0.77;1.54;0
1558;482;442;0.8022;1.6044;0
1559;482;443;1.4096;2.8192;0
1560;482;521;1.6042;3.2084;0
1561;482;523;1.1236;2.2472;0
1562;484;443;1.0461;2.0922;0
1563;484;445;1.5359;3.0718;0
1564;484;523;1.4356;2.8712;0
1565;484;524;1.3842;2.7684;0
1566;484;525;1.8247;3.6494;0
1567;485;445;1.089;2.178;0
1568;485;524;1.6925;3.385;0
1569;485;525;0.8915;1.783;0
1570;485;526;1.2279;2.4558;0
1571;486;485;1.0101;2.0202;0
1572;486;445;0.8887;1.7774;0
1573;486;526;1.2727;2.5454;0
1574;486;527;1.5598;3.1196;0
1575;487;486;1.0915;2.183;0
1576;487;448;1.1318;2.2636;0
1577;487;527;1.1645;2.329;0
1578;488;449;1.2746;2.5492;0
1579;488;489;0.5013;1.0026;0
1580;489;449;0.9806;1.9612;0
1581;489;448;1.114;2.228;0
1582;489;530;1.494;2.988;0
1583;490;451;1.198;2.396;0
1584;490;530;1.0177;2.0354;0
1585;491;451;0.9978;1.9956;0
1586;491;450;1.3426;1.3426;1
1587;491;452;1.4947;2.9894;0
1588;491;492;1.0086;1.0086;1
1589;492;491;1.0086;1.0086;1
1590;492;452;1.1483;1.1483;1
1591;492;451;1.6141;3.2282;0
1592;492;531;1.1969;2.3938;0
1593;492;532;0.9149;1.8298;0
1594;493;492;0.9065;1.813;0
1595;493;534;1.5189;3.0378;0
1596;495;456;1.8292;3.6584;0
1597;495;534;1.4855;2.971;0
1598;495;535;0.6862;1.3724;0
1599;495;536;1.475;2.95;0
1600;496;495;0.932;1.864;0
1601;496;456;1.4086;2.8172;0
1602;496;535;1.0339;2.0678;0
1603;497;458;1.6619;3.3238;0
1604;497;536;1.3448;2.6896;0
1605;497;538;1.6105;1.6105;1
1606;498;497;1.0615;2.123;0
1607;498;458;1.0398;2.0796;0
1608;498;459;1.4248;2.8496;0
1609;498;538;1.0419;2.0838;0
1610;499;498;1.3544;2.7088;0
1611;499;459;0.7655;1.531;0
1612;499;458;1.5079;3.0158;0
1613;499;460;0.9806;1.9612;0
1614;499;500;0.969;1.938;0
1615;499;539;0.9958;1.9916;0
1616;499;540;1.7928;3.5856;0
1617;500;499;0.969;1.938;0
1618;500;461;0.9136;1.8272;0
1619;500;540;1.5786;3.1572;0
1620;501;502;1.0288;2.0576;0
1621;501;541;0.8242;1.6484;0
1622;502;501;1.0288;2.0576;0
1623;502;503;0.946;1.892;0
1624;502;543;1.4256;2.8512;0
1625;503;463;0.918;1.836;0
1626;503;462;0.9931;1.9862;0
1627;503;542;1.3444;2.6888;0
1628;503;543;1.2271;2.4542;0
1629;504;503;1.4136;2.8272;0
1630;504;463;1.6496;3.2992;0
1631;504;465;0.9194;1.8388;0
1632;504;545;1.6314;3.2628;0
1633;505;465;1.0015;2.003;0
1634;505;464;0.9385;0.9385;1
1635;505;466;1.5638;3.1276;0
1636;505;545;1.2031;2.4062;0
1637;505;546;1.4508;1.4508;1
1638;506;466;1.3644;2.7288;0
1639;506;467;1.6177;3.2354;0
1640;506;545;1.4038;2.8076;0
1641;506;547;1.0146;2.0292;0
1642;508;467;1.5742;3.1484;0
1643;508;547;1.3431;2.6862;0
1644;508;548;0.8059;1.6118;0
1645;509;508;1.3579;2.7158;0
1646;509;469;0.9324;1.8648;0
1647;509;468;1.7747;1.7747;1
1648;509;470;1.2667;2.5334;0
1649;509;510;0.7115;1.423;0
1650;509;548;1.4604;2.9208;0
1651;509;550;0.9854;0.9854;1
1652;510;509;0.7115;1.423;0
1653;510;471;1.4351;2.8702;0
1654;510;511;0.9859;1.9718;0
1655;510;549;1.1858;2.3716;0
1656;511;510;0.9859;1.9718;0
1657;511;471;1.109;2.218;0
1658;511;470;1.3035;2.607;0
1659;511;512;1.1057;2.2114;0
1660;512;471;1.4481;1.4481;1
1661;512;473;0.9479;0.9479;1
1662;512;513;1.2906;2.5812;0
1663;512;552;1.463;2.926;0
1664;512;553;1.8866;3.7732;0
1665;513;472;1.5337;3.0674;0
1666;513;552;1.9121;3.8242;0
1667;513;554;1.0751;2.1502;0
1668;514;554;0.6803;1.3606;0
1669;516;477;1.1556;2.3112;0
1670;516;555;1.6214;3.2428;0
1671;517;558;1.5878;3.1756;0
1672;518;477;1.2509;2.5018;0
1673;518;479;1.2855;2.571;0
1674;518;519;1.1109;2.2218;0
1675;519;518;1.1109;2.2218;0
1676;519;478;1.2823;2.5646;0
1677;519;558;1.4124;1.4124;1
1678;519;559;0.6774;1.3548;0
1679;520;521;0.8342;1.6684;0
1680;520;560;0.8682;1.7364;0
1681;521;520;0.8342;1.6684;0
1682;521;522;1.0554;2.1108;0
1683;521;562;1.514;3.028;0
1684;522;521;1.0554;2.1108;0
1685;522;482;1.0347;2.0694;0
1686;522;562;0.7751;1.5502;0
1687;522;563;1.556;3.112;0
1688;523;482;1.1236;2.2472;0
1689;523;562;1.1333;2.2666;0
1690;523;563;1.0287;2.0574;0
1691;524;485;1.6925;3.385;0
1692;524;564;0.6914;1.3828;0
1693;524;565;1.7662;3.5324;0
1694;525;524;1.4978;2.9956;0
1695;525;484;1.8247;3.6494;0
1696;525;486;1.5857;3.1714;0
1697;525;526;0.858;1.716;0
1698;525;564;1.1455;2.291;0
1699;525;566;1.4847;2.9694;0
1700;526;525;0.858;1.716;0
1701;526;486;1.2727;2.5454;0
1702;526;485;1.2279;2.4558;0
1703;526;487;1.5992;3.1984;0
1704;526;527;0.9287;1.8574;0
1705;526;565;1.486;2.972;0
1706;527;487;1.1645;2.329;0
1707;527;486;1.5598;3.1196;0
1708;527;566;1.3972;2.7944;0
1709;527;567;0.7915;1.583;0
1710;530;490;1.0177;2.0354;0
1711;530;489;1.494;2.988;0
1712;530;491;1.5327;3.0654;0
1713;530;569;1.2196;2.4392;0
1714;530;571;1.3228;2.6456;0
1715;531;492;1.1969;2.3938;0
1716;531;571;1.0669;2.1338;0
1717;532;492;0.9149;1.8298;0
1718;532;491;1.2963;2.5926;0
1719;532;493;1.4502;2.9004;0
1720;532;533;0.8074;1.6148;0
1721;533;532;0.8074;1.6148;0
1722;533;493;0.9155;1.831;0
1723;533;572;1.4353;2.8706;0
1724;534;493;1.5189;3.0378;0
1725;534;535;1.3013;2.6026;0
1726;534;574;1.1437;2.2874;0
1727;535;534;1.3013;2.6026;0
1728;535;495;0.6862;1.3724;0
1729;535;574;1.6586;3.3172;0
1730;535;575;0.8897;1.7794;0
1731;536;535;1.0168;2.0336;0
1732;536;495;1.475;2.95;0
1733;536;497;1.3448;2.6896;0
1734;536;575;1.0976;2.1952;0
1735;537;536;0.7384;1.4768;0
1736;537;497;1.1363;2.2726;0
1737;537;498;1.7786;3.5572;0
1738;537;576;0.7575;1.515;0
1739;537;577;0.9276;1.8552;0
1740;538;498;1.0419;2.0838;0
1741;538;497;1.6105;1.6105;1
1742;538;499;1.5384;3.0768;0
1743;538;539;0.9487;1.8974;0
1744;538;577;1.5739;3.1478;0
1745;538;578;0.9337;0.9337;1
1746;539;498;1.509;3.018;0
1747;539;500;1.4273;2.8546;0
1748;540;500;1.5786;3.1572;0
1749;540;501;1.3703;2.7406;0
1750;540;541;1.1603;2.3206;0
1751;540;579;1.4181;2.8362;0
1752;540;580;0.4943;0.9886;0
1753;540;581;1.2705;2.541;0
1754;541;501;0.8242;1.6484;0
1755;541;500;1.6102;3.2204;0
1756;541;502;1.0625;2.125;0
1757;541;542;0.6793;1.3586;0
1758;541;582;1.3117;2.6234;0
1759;542;541;0.6793;1.3586;0
1760;542;502;0.6382;1.2764;0
1761;542;501;1.1522;2.3044;0
1762;542;581;1.1366;2.2732;0
1763;542;582;0.9904;1.9808;0
1764;542;583;1.6988;3.3976;0
1765;543;542;1.1984;2.3968;0
1766;543;504;1.8073;3.6146;0
1767;543;544;0.8327;1.6654;0
1768;544;543;0.8327;1.6654;0
1769;544;504;1.499;2.998;0
1770;544;545;1.2665;2.533;0
1771;544;584;0.647;1.294;0
1772;545;504;1.6314;3.2628;0
1773;545;546;0.6031;1.2062;0
1774;545;584;1.4246;2.8492;0
1775;545;585;0.7914;1.5828;0
1776;545;586;1.2557;2.5114;0
1777;546;506;1.0128;2.0256;0
1778;546;587;1.513;1.513;1
1779;546;505;1.3001;1.3001;1
1780;547;546;1.1985;2.397;0
1781;547;506;1.0146;2.0292;0
1782;547;508;1.3431;2.6862;0
1783;547;586;1.1928;2.3856;0
1784;547;587;1.213;2.426;0
1785;547;588;1.7188;3.4376;0
1786;548;547;1.0314;2.0628;0
1787;548;549;1.1848;2.3696;0
1788;549;510;1.1858;2.3716;0
1789;550;510;0.9432;1.8864;0
1790;550;509;0.9854;0.9854;1
1791;550;590;1.3692;1.3692;1
1792;552;553;1.4349;2.8698;0
1793;552;591;1.1193;2.2386;0
1794;552;592;0.9078;1.8156;0
1795;552;593;1.6739;3.3478;0
1796;553;552;1.4349;2.8698;0
1797;553;593;1.1147;2.2294;0
1798;554;553;0.6974;1.3948;0
1799;554;514;0.6803;1.3606;0
1800;554;513;1.0751;2.1502;0
1801;554;555;1.1201;2.2402;0
1802;554;593;1.6104;3.2208;0
1803;554;595;1.5445;3.089;0
1804;555;556;1.2635;2.527;0
1805;555;595;0.8269;1.6538;0
1806;555;596;1.4749;2.9498;0
1807;556;555;1.2635;2.527;0
1808;556;516;1.1851;2.3702;0
1809;557;556;0.8194;1.6388;0
1810;557;517;0.7589;1.5178;0
1811;557;518;1.21;2.42;0
1812;557;558;1.1067;2.2134;0
1813;557;598;1.7035;3.407;0
1814;558;518;1.1214;2.2428;0
1815;558;519;1.4124;1.4124;1
1816;558;559;1.1734;2.3468;0
1817;558;598;1.1468;2.2936;0
1818;559;519;0.6774;1.3548;0
1819;559;518;1.459;2.918;0
1820;559;598;1.9794;3.9588;0
1821;559;599;1.3933;2.7866;0
1822;560;521;1.2565;2.513;0
1823;561;521;1.1705;2.341;0
1824;561;562;1.039;2.078;0
1825;562;521;1.514;3.028;0
1826;562;603;1.573;3.146;0
1827;563;523;1.0287;2.0574;0
1828;563;524;0.7774;1.5548;0
1829;563;564;0.9552;1.9104;0
1830;564;524;0.6914;1.3828;0
1831;564;523;1.5214;3.0428;0
1832;564;525;1.1455;2.291;0
1833;564;565;1.0909;2.1818;0
1834;565;525;1.0777;2.1554;0
1835;565;524;1.7662;3.5324;0
1836;565;566;1.1179;2.2358;0
1837;565;604;1.4754;2.9508;0
1838;565;605;0.9297;1.8594;0
1839;566;525;1.4847;2.9694;0
1840;566;527;1.3972;2.7944;0
1841;566;605;1.5036;3.0072;0
1842;566;607;1.1954;2.3908;0
1843;567;527;0.7915;1.583;0
1844;568;567;0.7568;1.5136;0
1845;569;568;1.2151;2.4302;0
1846;569;570;1.1121;2.2242;0
1847;569;608;1.5922;3.1844;0
1848;569;610;1.2152;2.4304;0
1849;570;530;1.5031;3.0062;0
1850;570;531;1.8146;3.6292;0
1851;571;530;1.3228;2.6456;0
1852;571;532;1.5176;3.0352;0
1853;571;572;1.1026;2.2052;0
1854;571;610;1.2699;2.5398;0
1855;571;612;1.4347;2.8694;0
1856;572;532;0.9241;1.8482;0
1857;572;531;1.2109;2.4218;0
1858;572;611;1.6908;3.3816;0
1859;574;533;1.9912;3.9824;0
1860;574;575;1.0826;2.1652;0
1861;574;614;0.8333;1.6666;0
1862;575;535;0.8897;1.7794;0
1863;575;534;1.4428;2.8856;0
1864;575;536;1.0976;2.1952;0
1865;575;616;1.6728;3.3456;0
1866;576;615;1.5911;3.1822;0
1867;577;576;0.9764;1.9528;0
1868;577;537;0.9276;1.8552;0
1869;577;536;1.5065;3.013;0
1870;577;578;0.827;1.654;0
1871;577;616;1.7054;3.4108;0
1872;578;538;0.9337;0.9337;1
1873;578;537;1.3704;2.7408;0
1874;578;579;0.8365;1.673;0
1875;579;538;1.0701;2.1402;0
1876;579;619;1.3813;2.7626;0
1877;580;540;0.4943;0.9886;0
1878;580;581;1.4051;1.4051;1
1879;581;540;1.2705;2.541;0
1880;581;542;1.1366;2.2732;0
1881;581;582;1.0014;1.0014;1
1882;582;542;0.9904;1.9808;0
1883;582;543;1.0028;1.0028;1
1884;582;621;1.8763;3.7526;0
1885;583;582;0.8237;1.6474;0
1886;583;543;0.9905;1.981;0
1887;583;542;1.6988;3.3976;0
1888;583;544;1.2338;2.4676;0
1889;583;584;0.9279;1.8558;0
1890;583;623;0.8192;1.6384;0
1891;584;544;0.647;1.294;0
1892;584;624;1.0916;2.1832;0
1893;585;584;0.8745;1.749;0
1894;585;545;0.7914;1.5828;0
1895;585;544;1.1083;2.2166;0
1896;585;546;1.2067;2.4134;0
1897;586;585;1.4001;2.8002;0
1898;586;545;1.2557;2.5114;0
1899;586;626;1.4621;2.9242;0
1900;587;547;1.213;2.426;0
1901;587;546;1.513;1.513;1
1902;587;548;1.6897;3.3794;0
1903;587;588;1.2774;2.5548;0
1904;587;626;1.4606;2.9212;0
1905;588;587;1.2774;2.5548;0
1906;588;548;1.3082;2.6164;0
1907;588;547;1.7188;3.4376;0
1908;588;549;1.5455;3.091;0
1909;588;589;0.811;1.622;0
1910;588;627;1.4314;2.8628;0
1911;588;629;1.5221;3.0442;0
1912;589;549;1.179;2.358;0
1913;589;548;1.619;3.238;0
1914;589;550;1.3724;2.7448;0
1915;590;589;0.9509;1.9018;0
1916;590;550;1.3692;1.3692;1
1917;590;549;1.6371;3.2742;0
1918;590;629;1.0447;2.0894;0
1919;590;630;0.6389;1.2778;0
1920;591;590;1.1816;1.1816;1
1921;591;630;1.2862;1.2862;1
1922;591;632;1.3446;2.6892;0
1923;592;553;1.4055;2.811;0
1924;592;631;1.6208;3.2416;0
1925;592;632;1.0327;2.0654;0
1926;593;554;1.6104;3.2208;0
1927;593;633;0.9079;1.8158;0
1928;593;634;1.474;2.948;0
1929;594;553;1.1771;2.3542;0
1930;594;555;1.2049;2.4098;0
1931;594;633;1.7936;3.5872;0
1932;595;554;1.5445;3.089;0
1933;595;634;1.4898;2.9796;0
1934;596;637;1.4694;2.9388;0
1935;597;596;1.3964;2.7928;0
1936;597;557;1.0699;2.1398;0
1937;597;556;1.3235;1.3235;1
1938;597;558;1.0321;2.0642;0
1939;597;598;0.7226;1.4452;0
1940;597;637;1.3784;2.7568;0
1941;597;638;1.2504;1.2504;1
1942;598;597;0.7226;1.4452;0
1943;598;559;1.9794;3.9588;0
1944;598;599;1.3465;2.693;0
1945;598;639;1.4413;2.8826;0
1946;599;598;1.3465;2.693;0
1947;599;559;1.3933;1.3933;1
1948;600;640;1.3159;2.6318;0
1949;600;641;1.2491;1.2491;1
1950;602;561;1.2541;2.5082;0
1951;602;603;0.9087;0.9087;1
1952;602;641;1.4988;1.4988;1
1953;602;642;0.8866;0.8866;1
1954;602;643;1.57;3.14;0
1955;603;562;1.573;3.146;0
1956;603;643;0.9153;1.8306;0
1957;603;644;1.373;1.373;1
1958;604;564;1.0811;2.1622;0
1959;604;605;1.4527;2.9054;0
1960;604;644;1.1992;2.3984;0
1961;605;564;1.7258;3.4516;0
1962;605;606;0.9811;1.9622;0
1963;606;565;1.1348;2.2696;0
1964;606;647;1.335;2.67;0
1965;607;606;1.1973;2.3946;0
1966;607;567;1.0981;2.1962;0
1967;607;608;0.5778;1.1556;0
1968;607;646;1.6609;3.3218;0
1969;607;647;1.1875;2.375;0
1970;608;607;0.5778;1.1556;0
1971;608;567;1.2821;2.5642;0
1972;608;647;1.4899;2.9798;0
1973;610;571;1.2699;2.5398;0
1974;610;611;1.1997;2.3994;0
1975;610;650;1.5399;3.0798;0
1976;611;610;1.1997;2.3994;0
1977;611;570;1.3286;2.6572;0
1978;612;611;0.9755;1.951;0
1979;612;572;0.8989;1.7978;0
1980;612;571;1.4347;2.8694;0
1981;612;652;1.3407;2.6814;0
1982;612;653;1.7942;3.5884;0
1983;614;574;0.8333;1.6666;0
1984;614;575;1.791;3.582;0
1985;614;615;1.1939;2.3878;0
1986;614;654;1.2001;2.4002;0
1987;614;655;1.4945;2.989;0
1988;615;574;1.0402;2.0804;0
1989;615;655;1.0365;2.073;0
1990;616;615;1.0264;2.0528;0
1991;616;576;1.3674;2.7348;0
1992;616;575;1.6728;3.3456;0
1993;616;577;1.7054;3.4108;0
1994;616;617;1.23;2.46;0
1995;616;657;1.619;3.238;0
1996;617;616;1.23;2.46;0
1997;617;577;1.0039;2.0078;0
1998;617;576;1.5024;3.0048;0
1999;617;578;1.5206;3.0412;0
2000;617;657;1.1841;2.3682;0
2001;617;658;1.4652;2.9304;0
2002;618;617;1.0113;2.0226;0
2003;618;577;1.5267;3.0534;0
2004;618;658;0.7067;1.4134;0
2005;619;618;1.1254;2.2508;0
2006;619;579;1.3813;2.7626;0
2007;619;620;0.7075;1.415;0
2008;619;658;1.2486;2.4972;0
2009;619;659;0.7871;1.5742;0
2010;619;660;0.8549;1.7098;0
2011;620;619;0.7075;1.415;0
2012;620;580;1.3156;1.3156;1
2013;620;579;1.6381;3.2762;0
2014;620;659;1.2403;1.2403;1
2015;620;661;1.2438;1.2438;1
2016;621;581;1.1256;2.2512;0
2017;621;582;1.8763;3.7526;0
2018;621;622;1.611;3.222;0
2019;621;660;1.2836;2.5672;0
2020;622;621;1.611;3.222;0
2021;622;582;1.4287;2.8574;0
2022;622;583;1.318;2.636;0
2023;622;623;0.7348;1.4696;0
2024;622;663;1.0668;2.1336;0
2025;623;583;0.8192;1.6384;0
2026;623;584;1.4355;2.871;0
2027;623;624;0.8504;1.7008;0
2028;623;662;1.6307;3.2614;0
2029;623;663;1.2175;2.435;0
2030;623;664;1.2386;2.4772;0
2031;624;585;1.4852;2.9704;0
2032;624;664;0.9175;1.835;0
2033;625;585;1.2814;2.5628;0
2034;625;584;1.6887;3.3774;0
2035;625;626;0.9785;1.957;0
2036;625;666;1.3489;2.6978;0
2037;626;625;0.9785;1.957;0
2038;626;585;1.8963;3.7926;0
2039;627;666;1.4357;2.8714;0
2040;628;587;1.347;2.694;0
2041;628;667;1.2675;2.535;0
2042;628;668;0.9874;1.9748;0
2043;629;630;0.9135;1.827;0
2044;629;668;1.4931;2.9862;0
2045;629;670;1.2597;2.5194;0
2046;630;591;1.2862;1.2862;1
2047;630;669;1.6192;3.2384;0
2048;630;671;1.5509;3.1018;0
2049;631;630;1.0992;2.1984;0
2050;631;591;1.3477;2.6954;0
2051;631;632;0.7495;1.499;0
2052;631;671;0.8457;1.6914;0
2053;631;672;0.9322;1.8644;0
2054;632;591;1.3446;2.6892;0
2055;632;593;1.4753;2.9506;0
2056;632;633;0.9254;1.8508;0
2057;632;671;1.3748;2.7496;0
2058;632;672;0.7248;1.4496;0
2059;633;634;1.4894;2.9788;0
2060;633;672;1.0067;2.0134;0
2061;633;674;1.5692;3.1384;0
2062;634;594;1.2575;2.515;0
2063;634;593;1.474;2.948;0
2064;634;595;1.4898;2.9796;0
2065;634;673;1.7782;3.5564;0
2066;636;596;0.7419;1.4838;0
2067;636;595;1.3796;2.7592;0
2068;636;676;1.1594;2.3188;0
2069;637;636;1.1897;2.3794;0
2070;637;597;1.3784;2.7568;0
2071;637;596;1.4694;2.9388;0
2072;637;598;1.1515;2.303;0
2073;637;638;0.8231;1.6462;0
2074;637;676;1.2466;2.4932;0
2075;637;678;1.4627;2.9254;0
2076;638;597;1.2504;1.2504;1
2077;638;677;1.7189;3.4378;0
2078;638;678;1.345;1.345;1
2079;639;599;0.6335;0.6335;1
2080;639;598;1.4413;2.8826;0
2081;639;678;1.6693;3.3386;0
2082;639;679;1.0653;2.1306;0
2083;640;641;0.8717;1.7434;0
2084;640;681;1.2131;2.4262;0
2085;641;602;1.4988;1.4988;1
2086;641;680;1.3704;1.3704;1
2087;641;681;0.9305;1.861;0
2088;641;600;1.3001;1.3001;1
2089;642;641;1.3051;2.6102;0
2090;642;602;0.8866;0.8866;1
2091;642;603;1.1343;2.2686;0
2092;642;643;1.1726;2.3452;0
2093;642;683;1.5423;3.0846;0
2094;643;602;1.57;3.14;0
2095;643;682;1.5136;3.0272;0
2096;644;604;1.1992;2.3984;0
2097;644;603;1.373;1.373;1
2098;644;605;1.3339;2.6678;0
2099;644;645;1.239;1.239;1
2100;645;644;1.239;1.239;1
2101;645;605;1.0784;2.1568;0
2102;645;604;2.1025;4.205;0
2103;646;645;0.868;1.736;0
2104;646;606;0.9788;1.9576;0
2105;646;607;1.6609;3.3218;0
2106;646;687;1.5585;3.117;0
2107;647;606;1.335;2.67;0
2108;647;608;1.4899;2.9798;0
2109;647;687;1.3192;2.6384;0
2110;648;647;1.0642;2.1284;0
2111;648;607;1.2148;2.4296;0
2112;649;650;1.2792;2.5584;0
2113;649;689;1.0013;2.0026;0
2114;650;649;1.2792;2.5584;0
2115;650;610;1.5399;3.0798;0
2116;650;611;1.3111;2.6222;0
2117;650;691;1.1078;2.2156;0
2118;652;612;1.3407;2.6814;0
2119;652;611;1.0633;2.1266;0
2120;652;691;1.3922;2.7844;0
2121;652;692;0.9514;1.9028;0
2122;653;652;1.1301;2.2602;0
2123;653;612;1.7942;3.5884;0
2124;653;614;1.4173;2.8346;0
2125;653;694;1.6826;3.3652;0
2126;654;653;1.0653;2.1306;0
2127;654;614;1.2001;2.4002;0
2128;655;616;1.0954;2.1908;0
2129;655;694;1.6012;3.2024;0
2130;655;696;1.3361;2.6722;0
2131;657;616;1.3001;2.6002;0
2132;658;657;1.1995;2.399;0
2133;658;697;1.5569;3.1138;0
2134;659;658;0.7836;1.5672;0
2135;659;620;1.2403;1.2403;1
2136;660;659;0.8339;1.6678;0
2137;660;619;0.8549;1.7098;0
2138;660;621;1.2836;2.5672;0
2139;660;661;1.0842;2.1684;0
2140;660;700;1.0459;2.0918;0
2141;660;701;1.509;3.018;0
2142;661;621;1.0198;2.0396;0
2143;661;700;1.2298;2.4596;0
2144;661;701;1.262;2.524;0
2145;661;702;1.8412;3.6824;0
2146;662;661;0.8178;1.6356;0
2147;662;621;1.6069;3.2138;0
2148;663;662;1.0355;2.071;0
2149;663;624;1.5688;3.1376;0
2150;663;702;1.3142;2.6284;0
2151;664;624;0.9175;1.835;0
2152;666;625;1.3489;2.6978;0
2153;666;627;1.4357;2.8714;0
2154;666;667;0.6957;1.3914;0
2155;666;707;1.2702;2.5404;0
2156;667;666;0.6957;1.3914;0
2157;667;626;0.9661;1.9322;0
2158;667;668;1.2431;2.4862;0
2159;667;707;1.056;2.112;0
2160;668;627;1.7429;3.4858;0
2161;668;707;1.3799;2.7598;0
2162;669;668;0.7966;1.5932;0
2163;669;629;0.838;1.676;0
2164;669;628;1.2839;2.5678;0
2165;669;670;1.4235;2.847;0
2166;669;709;1.3497;2.6994;0
2167;670;669;1.4235;2.847;0
2168;670;630;1.0068;1.0068;1
2169;670;631;1.0757;2.1514;0
2170;670;671;0.8366;0.8366;1
2171;670;711;1.4821;2.9642;0
2172;671;631;0.8457;1.6914;0
2173;671;710;1.434;2.868;0
2174;671;711;1.147;2.294;0
2175;671;712;1.3129;2.6258;0
2176;672;671;1.0135;2.027;0
2177;672;633;1.0067;2.0134;0
2178;673;672;0.8705;1.741;0
2179;673;674;1.1264;2.2528;0
2180;673;712;1.3334;2.6668;0
2181;674;634;1.0902;2.1804;0
2182;674;633;1.5692;3.1384;0
2183;674;715;1.3499;2.6998;0
2184;675;674;1.2795;2.559;0
2185;675;676;1.2512;2.5024;0
2186;675;714;1.7081;3.4162;0
2187;675;715;1.1472;2.2944;0
2188;676;675;1.2512;2.5024;0
2189;676;637;1.2466;2.4932;0
2190;676;715;1.5197;3.0394;0
2191;676;716;1.2452;2.4904;0
2192;676;717;1.1536;2.3072;0
2193;677;676;0.6857;1.3714;0
2194;677;638;1.7189;3.4378;0
2195;677;678;1.2029;2.4058;0
2196;677;716;1.4453;2.8906;0
2197;677;718;1.405;2.81;0
2198;678;638;1.345;1.345;1
2199;678;639;1.6693;1.6693;1
2200;678;679;0.7462;1.4924;0
2201;678;718;0.9881;0.9881;1
2202;679;639;1.0653;2.1306;0
2203;680;640;1.1119;2.2238;0
2204;680;720;0.6978;1.3956;0
2205;681;640;1.2131;2.4262;0
2206;681;682;1.5852;3.1704;0
2207;681;720;1.2674;2.5348;0
2208;682;642;1.3358;2.6716;0
2209;682;641;2.0772;4.1544;0
2210;682;683;0.832;1.664;0
2211;682;721;1.6519;1.6519;1
2212;682;722;0.7787;1.5574;0
2213;683;722;1.4901;2.9802;0
2214;683;724;1.4232;2.8464;0
2215;687;647;1.3192;2.6384;0
2216;687;646;1.5585;3.117;0
2217;687;648;1.8988;3.7976;0
2218;687;726;1.0051;2.0102;0
2219;687;728;1.3649;2.7298;0
2220;689;649;1.0013;2.0026;0
2221;689;690;1.1521;2.3042;0
2222;689;728;1.0247;2.0494;0
2223;690;650;0.8202;1.6404;0
2224;690;649;1.298;2.596;0
2225;690;691;1.0019;2.0038;0
2226;690;729;1.3335;2.667;0
2227;691;690;1.0019;2.0038;0
2228;691;650;1.1078;2.2156;0
2229;691;652;1.3922;2.7844;0
2230;691;692;1.1202;2.2404;0
2231;692;652;0.9514;1.9028;0
2232;694;654;1.0408;2.0816;0
2233;694;653;1.6826;3.3652;0
2234;696;735;1.454;2.908;0
2235;697;657;0.6211;1.2422;0
2236;697;658;1.5569;3.1138;0
2237;697;738;1.4417;2.8834;0
2238;698;658;1.0837;2.1674;0
2239;698;659;1.6395;3.279;0
2240;698;699;1.1355;1.1355;1
2241;698;739;1.7653;3.5306;0
2242;699;698;1.1355;1.1355;1
2243;699;659;0.9366;1.8732;0
2244;699;660;1.493;2.986;0
2245;699;700;1.3254;2.6508;0
2246;699;739;1.3759;2.7518;0
2247;700;699;1.3254;2.6508;0
2248;700;660;1.0459;2.0918;0
2249;700;661;1.2298;2.4596;0
2250;700;739;1.9681;3.9362;0
2251;700;741;1.1705;2.341;0
2252;701;662;1.4255;2.851;0
2253;701;702;1.3682;2.7364;0
2254;701;740;1.3497;2.6994;0
2255;702;701;1.3682;2.7364;0
2256;702;662;1.2695;2.539;0
2257;702;661;1.8412;3.6824;0
2258;702;741;1.3142;2.6284;0
2259;702;742;1.0266;2.0532;0
2260;702;743;0.9855;1.971;0
2261;704;744;0.6123;1.2246;0
2262;707;667;1.056;2.112;0
2263;707;746;1.2377;2.4754;0
2264;708;707;0.9943;1.9886;0
2265;708;668;1.0964;2.1928;0
2266;708;709;1.2182;2.4364;0
2267;708;748;1.1446;2.2892;0
2268;709;708;1.2182;2.4364;0
2269;709;669;1.3497;2.6994;0
2270;709;668;1.5921;3.1842;0
2271;709;670;1.6802;3.3604;0
2272;709;748;1.4951;2.9902;0
2273;710;709;0.8154;1.6308;0
2274;710;670;1.2214;2.4428;0
2275;710;669;1.6708;3.3416;0
2276;710;671;1.434;2.868;0
2277;711;710;0.8675;1.735;0
2278;711;670;1.4821;2.9642;0
2279;712;673;1.3334;2.6668;0
2280;712;752;0.7767;1.5534;0
2281;712;753;1.4856;2.9712;0
2282;714;755;1.0638;2.1276;0
2283;715;675;1.1472;2.2944;0
2284;715;676;1.5197;3.0394;0
2285;715;756;1.4722;2.9444;0
2286;716;676;1.2452;2.4904;0
2287;716;675;1.6442;3.2884;0
2288;716;677;1.4453;2.8906;0
2289;716;757;1.8107;3.6214;0
2290;717;718;1.0299;1.0299;1
