;nodeI;nodeJ;distance;danger;amenagement
1544;618;578;1.1006;2.2012;0
1545;618;657;1.4643;2.9286;0
1546;620;660;1.3151;2.6302;0
1547;620;661;1.806;3.612;0
1548;621;580;1.5485;1.5485;1
1549;621;662;1.3349;1.3349;1
1550;622;663;1.0377;2.0754;0
1551;623;624;0.9737;1.9474;0
1552;623;663;0.7814;1.5628;0
1553;623;664;0.9114;1.8228;0
1554;624;623;0.9737;1.9474;0
1555;624;663;1.6395;3.279;0
1556;624;664;0.9896;1.9792;0
1557;624;665;1.6466;3.2932;0
1558;625;664;1.328;2.656;0
1559;625;665;0.9828;1.9656;0
1560;625;666;1.0456;2.0912;0
1561;627;587;0.8926;1.7852;0
1562;627;666;1.2832;2.5664;0
1563;629;589;1.3062;2.6124;0
1564;629;630;0.9461;1.8922;0
1565;630;629;0.9461;1.8922;0
1566;630;590;0.8234;1.6468;0
1567;630;631;1.0819;2.1638;0
1568;630;670;1.2837;2.5674;0
1569;631;630;1.0819;2.1638;0
1570;631;632;1.4694;2.9388;0
1571;631;670;1.2766;2.5532;0
1572;631;671;1.0871;2.1742;0
1573;631;672;1.3999;2.7998;0
1574;632;631;1.4694;2.9388;0
1575;632;633;0.5377;1.0754;0
1576;633;632;0.5377;1.0754;0
1577;633;593;0.727;1.454;0
1578;633;592;1.4918;2.9836;0
1579;633;674;2.0105;4.021;0
1580;633;594;1.7247;3.4494;0
1581;636;595;0.9816;0.9816;1
1582;636;675;1.2828;2.5656;0
1583;636;677;1.3696;1.3696;1
1584;637;597;1.0026;2.0052;0
1585;637;596;1.4308;2.8616;0
1586;637;638;1.0124;2.0248;0
1587;637;676;1.5868;1.5868;1
1588;637;677;0.8592;1.7184;0
1589;638;637;1.0124;2.0248;0
1590;638;598;0.7954;1.5908;0
1591;638;597;1.3069;2.6138;0
1592;638;599;1.3644;2.7288;0
1593;638;639;0.9865;1.973;0
1594;639;638;0.9865;1.973;0
1595;639;599;1.1941;2.3882;0
1596;639;598;1.3597;2.7194;0
1597;641;601;0.9838;1.9676;0
1598;641;642;0.977;1.954;0
1599;641;682;1.4662;1.4662;1
1600;642;641;0.977;1.954;0
1601;642;601;1.6033;3.2066;0
1602;642;643;1.2503;2.5006;0
1603;642;682;0.8342;1.6684;0
1604;642;683;1.2472;2.4944;0
1605;643;642;1.2503;2.5006;0
1606;643;604;1.4929;2.9858;0
1607;643;644;1.1543;2.3086;0
1608;643;683;1.2252;2.4504;0
1609;643;684;1.2026;2.4052;0
1610;644;643;1.1543;2.3086;0
1611;644;605;1.3498;2.6996;0
1612;644;683;1.5466;3.0932;0
1613;644;684;0.7339;1.4678;0
1614;645;605;1.129;2.258;0
1615;645;604;1.4518;2.9036;0
1616;645;606;1.7484;3.4968;0
1617;645;684;1.185;2.37;0
1618;645;685;1.155;2.31;0
1619;646;605;1.3556;2.7112;0
1620;646;607;1.3304;2.6608;0
1621;647;607;0.9248;1.8496;0
1622;647;608;1.2156;2.4312;0
1623;647;648;0.9313;1.8626;0
1624;648;647;0.9313;1.8626;0
1625;648;607;1.4454;2.8908;0
1626;648;609;1.738;3.476;0
1627;648;689;1.076;2.152;0
1628;651;611;1.3007;2.6014;0
1629;651;652;0.6536;1.3072;0
1630;651;690;1.7952;3.5904;0
1631;652;651;0.6536;1.3072;0
1632;652;611;1.8492;3.6984;0
1633;652;653;1.4908;2.9816;0
1634;652;692;0.8995;1.799;0
1635;653;652;1.4908;2.9816;0
1636;653;694;1.44;2.88;0
1637;655;656;1.0981;2.1962;0
1638;655;694;0.8541;1.7082;0
1639;655;696;1.551;1.551;1
1640;656;655;1.0981;2.1962;0
1641;656;657;1.4228;2.8456;0
1642;656;695;1.2407;2.4814;0
1643;656;696;1.1959;2.3918;0
1644;657;656;1.4228;2.8456;0
1645;657;618;1.4643;2.9286;0
1646;657;696;1.4608;2.9216;0
1647;657;698;1.4713;2.9426;0
1648;658;657;0.9114;1.8228;0
1649;658;618;1.1989;1.1989;1
1650;658;659;0.6001;0.6001;1
1651;658;698;1.1926;1.1926;1
1652;658;699;1.4409;1.4409;1
1653;659;658;0.6001;0.6001;1
1654;659;660;1.2531;2.5062;0
1655;659;699;1.1095;1.1095;1
1656;659;700;1.9819;1.9819;1
1657;660;659;1.2531;2.5062;0
1658;660;620;1.3151;2.6302;0
1659;660;661;1.2786;2.5572;0
1660;660;699;1.1213;2.2426;0
1661;661;660;1.2786;2.5572;0
1662;661;620;1.806;3.612;0
1663;661;700;1.4824;2.9648;0
1664;661;701;0.8388;1.6776;0
1665;662;621;1.3349;1.3349;1
1666;662;701;1.4927;1.4927;1
1667;663;623;0.7814;1.5628;0
1668;663;622;1.0377;2.0754;0
1669;663;624;1.6395;3.279;0
1670;663;664;1.032;2.064;0
1671;663;704;1.4814;2.9628;0
1672;664;663;1.032;2.064;0
1673;664;624;0.9896;1.9792;0
1674;664;623;0.9114;1.8228;0
1675;664;625;1.328;2.656;0
1676;665;664;1.0643;2.1286;0
1677;665;625;0.9828;1.9656;0
1678;665;624;1.6466;3.2932;0
1679;665;666;1.0655;2.131;0
1680;666;665;1.0655;2.131;0
1681;666;625;1.0456;2.0912;0
1682;666;627;1.2832;2.5664;0
1683;667;666;1.0152;2.0304;0
1684;667;707;0.6709;1.3418;0
1685;667;708;1.6469;3.2938;0
1686;670;630;1.2837;2.5674;0
1687;670;631;1.2766;2.5532;0
1688;670;671;0.8356;1.6712;0
1689;670;709;1.1781;2.3562;0
1690;670;711;0.7941;1.5882;0
1691;671;631;1.0871;2.1742;0
1692;671;672;0.8413;1.6826;0
1693;671;711;0.6813;1.3626;0
1694;671;712;1.6985;3.397;0
1695;672;671;0.8413;1.6826;0
1696;672;631;1.3999;2.7998;0
1697;672;712;1.3702;2.7404;0
1698;674;675;0.9639;1.9278;0
1699;674;715;1.0779;2.1558;0
1700;675;674;0.9639;1.9278;0
1701;675;636;1.2828;2.5656;0
1702;675;715;1.1545;2.309;0
1703;676;637;1.5868;1.5868;1
1704;676;715;1.7094;1.7094;1
1705;676;717;1.4477;1.4477;1
1706;677;636;1.3696;1.3696;1
1707;677;678;1.384;1.384;1
1708;677;716;1.5329;1.5329;1
1709;677;717;1.3823;1.3823;1
1710;678;677;1.384;1.384;1
1711;678;717;1.5754;1.5754;1
1712;682;642;0.8342;1.6684;0
1713;682;641;1.4662;1.4662;1
1714;682;723;1.6861;1.6861;1
1715;683;643;1.2252;2.4504;0
1716;683;642;1.2472;2.4944;0
1717;683;684;0.9255;1.851;0
1718;684;683;0.9255;1.851;0
1719;684;644;0.7339;1.4678;0
1720;684;643;1.2026;2.4052;0
1721;684;645;1.185;2.37;0
1722;684;685;1.4695;2.939;0
1723;684;723;1.6087;3.2174;0
1724;684;724;0.9299;1.8598;0
1725;685;684;1.4695;2.939;0
1726;685;645;1.155;2.31;0
1727;685;724;1.4205;2.841;0
1728;687;688;0.8619;1.7238;0
1729;687;728;1.1973;2.3946;0
1730;688;687;0.8619;1.7238;0
1731;688;689;0.6895;1.379;0
1732;688;728;0.8473;1.6946;0
1733;689;688;0.6895;1.379;0
1734;689;648;1.076;2.152;0
1735;689;690;1.1039;2.2078;0
1736;689;728;1.2408;2.4816;0
1737;690;651;1.7952;3.5904;0
1738;690;729;1.5723;3.1446;0
1739;690;730;1.2084;2.4168;0
1740;691;730;1.7463;3.4926;0
1741;692;731;1.5445;3.089;0
1742;692;733;1.3201;2.6402;0
1743;694;655;0.8541;1.7082;0
1744;694;734;0.9672;1.9344;0
1745;695;694;0.8299;1.6598;0
1746;695;656;1.2407;2.4814;0
1747;695;736;1.7042;3.4084;0
1748;696;656;1.1959;2.3918;0
1749;696;657;1.4608;2.9216;0
1750;696;736;1.1055;2.211;0
1751;698;658;1.1926;1.1926;1
1752;698;657;1.4713;2.9426;0
1753;698;659;1.3665;2.733;0
1754;698;737;1.6525;3.305;0
1755;698;739;1.3754;1.3754;1
1756;699;659;1.1095;1.1095;1
1757;699;658;1.4409;1.4409;1
1758;699;660;1.1213;2.2426;0
1759;699;738;1.6022;3.2044;0
1760;700;659;1.9819;1.9819;1
1761;700;661;1.4824;2.9648;0
1762;700;701;0.8729;0.8729;1
1763;700;740;0.7814;1.5628;0
1764;700;741;1.0684;2.1368;0
1765;701;700;0.8729;0.8729;1
1766;701;661;0.8388;1.6776;0
1767;701;662;1.4927;1.4927;1
1768;701;740;1.5834;3.1668;0
1769;701;742;1.2431;2.4862;0
1770;701;702;1.7247;1.7247;1
1771;702;701;0.8493;0.8493;1
1772;704;743;1.3041;2.6082;0
1773;706;665;1.5375;3.075;0
1774;706;746;0.8325;1.665;0
1775;707;708;1.422;2.844;0
1776;707;746;1.336;2.672;0
1777;708;707;1.422;2.844;0
1778;708;667;1.6469;3.2938;0
1779;708;709;0.9547;1.9094;0
1780;708;747;1.9829;3.9658;0
1781;709;670;1.1781;2.3562;0
1782;709;749;0.9498;1.8996;0
1783;711;670;0.7941;1.5882;0
1784;711;672;1.3437;2.6874;0
1785;711;752;2.1467;4.2934;0
1786;712;672;1.3702;2.7404;0
1787;712;751;1.6863;3.3726;0
1788;715;675;1.1545;2.309;0
1789;715;674;1.0779;2.1558;0
1790;715;676;1.7094;3.4188;0
1791;715;716;1.2717;1.2717;1
1792;715;754;1.2446;2.4892;0
1793;715;756;1.3675;1.3675;1
1794;716;715;1.2717;1.2717;1
1795;716;677;1.5329;1.5329;1
1796;717;677;1.3823;2.7646;0
1797;717;678;1.5754;1.5754;1
1798;717;756;1.036;2.072;0
1799;717;757;0.7403;0.7403;1
1800;719;758;1.3885;2.777;0
1801;720;721;1.0666;2.1332;0
1802;721;762;1.6885;3.377;0
1803;721;720;1.7247;3.4494;0
1804;723;682;1.6861;1.6861;1
1805;723;684;1.6087;3.2174;0
1806;723;763;0.5774;0.5774;1
1807;724;684;0.9299;1.8598;0
1808;724;725;1.2553;2.5106;0
1809;724;763;1.3921;2.7842;0
1810;725;724;1.2553;2.5106;0
1811;725;766;1.0354;2.0708;0
1812;728;688;0.8473;1.6946;0
1813;728;687;1.1973;2.3946;0
1814;728;689;1.2408;2.4816;0
1815;728;767;1.6091;1.6091;1
1816;729;688;1.2188;2.4376;0
1817;729;690;1.5723;3.1446;0
1818;729;730;1.4238;2.8476;0
1819;729;770;1.2876;2.5752;0
1820;730;729;1.4238;2.8476;0
1821;730;690;1.2084;2.4168;0
1822;730;691;1.7463;3.4926;0
1823;730;731;0.5891;1.1782;0
1824;730;769;1.2044;2.4088;0
1825;730;770;0.6206;1.2412;0
1826;731;730;0.5891;1.1782;0
1827;731;692;1.5445;3.089;0
1828;731;732;1.4779;2.9558;0
1829;731;770;0.9635;1.927;0
1830;732;731;1.4779;2.9558;0
1831;732;771;1.6245;3.249;0
1832;732;772;1.3721;2.7442;0
1833;732;773;1.4192;2.8384;0
1834;733;734;1.6178;3.2356;0
1835;733;772;1.1894;1.1894;1
1836;733;773;0.8315;1.663;0
1837;734;733;1.6178;1.6178;1
1838;736;696;1.1055;2.211;0
1839;736;695;1.7042;3.4084;0
1840;736;775;1.4441;1.4441;1
1841;736;777;1.3237;2.6474;0
1842;737;698;1.6525;3.305;0
1843;737;738;1.1889;2.3778;0
1844;737;777;0.6167;1.2334;0
1845;738;737;1.1889;2.3778;0
1846;738;777;1.1753;2.3506;0
1847;738;778;1.238;2.476;0
1848;739;698;1.3754;1.3754;1
1849;739;740;0.7112;1.4224;0
1850;739;778;1.7928;3.5856;0
1851;739;779;0.8021;0.8021;1
1852;740;739;0.7112;1.4224;0
1853;740;700;0.7814;1.5628;0
1854;740;701;1.5834;3.1668;0
1855;741;742;0.8223;1.6446;0
1856;741;781;0.8597;1.7194;0
1857;742;741;0.8223;1.6446;0
1858;742;701;1.2431;2.4862;0
1859;742;781;1.1332;2.2664;0
1860;743;744;1.3113;2.6226;0
1861;744;743;1.3113;2.6226;0
1862;744;745;0.922;1.844;0
1863;744;784;1.1186;2.2372;0
1864;744;785;1.299;2.598;0
1865;745;744;0.922;1.844;0
1866;745;746;1.1319;2.2638;0
1867;745;785;0.8534;1.7068;0
1868;745;786;1.4993;2.9986;0
1869;745;706;1.7247;3.4494;0
1870;746;745;1.1319;2.2638;0
1871;746;707;1.336;2.672;0
1872;746;747;0.9058;1.8116;0
1873;746;787;1.6284;3.2568;0
1874;747;746;0.9058;1.8116;0
1875;747;708;1.9829;3.9658;0
1876;747;748;1.5047;3.0094;0
1877;747;787;0.8625;1.725;0
1878;748;747;1.5047;3.0094;0
1879;748;787;1.4671;2.9342;0
1880;748;788;1.1891;2.3782;0
1881;748;789;1.4654;2.9308;0
1882;749;709;0.9498;1.8996;0
1883;749;788;1.7425;3.485;0
1884;751;711;1.503;3.006;0
1885;751;712;1.6863;3.3726;0
1886;751;752;1.4656;2.9312;0
1887;751;792;1.6346;3.2692;0
1888;752;751;1.4656;2.9312;0
1889;752;711;2.1467;4.2934;0
1890;752;791;1.6623;3.3246;0
1891;752;793;1.4723;2.9446;0
1892;754;715;1.2446;2.4892;0
1893;754;793;1.4353;2.8706;0
1894;756;715;1.3675;2.735;0
1895;756;717;1.036;2.072;0
1896;756;757;0.8019;1.6038;0
1897;757;756;0.8019;1.6038;0
1898;757;717;0.7403;0.7403;1
1899;757;796;1.5655;1.5655;1
1900;758;719;1.3885;2.777;0
1901;758;798;0.8918;1.7836;0
1902;759;758;0.9645;1.929;0
1903;759;799;1.2222;2.4444;0
1904;761;802;1.2068;2.4136;0
1905;762;721;1.6885;3.377;0
1906;762;802;0.7515;1.503;0
1907;763;723;0.5774;0.5774;1
1908;763;764;1.0108;1.0108;1
1909;764;763;1.0108;1.0108;1
1910;764;765;0.957;0.957;1
1911;765;766;1.0546;1.0546;1
1912;766;765;1.0546;1.0546;1
1913;766;725;1.0354;2.0708;0
1914;766;767;1.059;1.059;1
1915;766;807;1.5464;3.0928;0
1916;767;728;1.6091;1.6091;1
1917;769;729;0.9065;1.813;0
1918;769;730;1.2044;2.4088;0
1919;769;809;1.0195;2.039;0
1920;769;810;1.562;3.124;0
1921;770;730;0.6206;1.2412;0
1922;770;729;1.2876;2.5752;0
1923;770;731;0.9635;1.927;0
1924;770;771;1.4387;2.8774;0
1925;770;809;1.5045;3.009;0
1926;771;770;1.4387;2.8774;0
1927;771;730;1.4995;2.999;0
1928;771;732;1.6245;3.249;0
1929;771;811;0.8251;1.6502;0
1930;772;732;1.3721;2.7442;0
1931;772;731;1.5952;1.5952;1
1932;772;733;1.1894;2.3788;0
1933;772;811;1.3843;2.7686;0
1934;772;813;1.1101;2.2202;0
1935;773;733;0.8315;1.663;0
1936;773;732;1.4192;2.8384;0
1937;773;813;0.9859;1.9718;0
1938;775;736;1.4441;2.8882;0
1939;775;814;1.2954;1.2954;1
1940;777;737;0.6167;1.2334;0
1941;777;736;1.3237;1.3237;1
1942;777;738;1.1753;2.3506;0
1943;777;778;0.6735;1.347;0
1944;777;817;1.0866;2.1732;0
1945;778;777;0.6735;1.347;0
1946;778;738;1.238;2.476;0
1947;778;739;1.7928;1.7928;1
1948;778;817;1.084;2.168;0
1949;779;739;0.8021;0.8021;1
1950;779;738;1.1238;2.2476;0
1951;779;740;1.4131;2.8262;0
1952;779;818;1.2288;1.2288;1
1953;781;741;0.8597;1.7194;0
1954;781;782;0.8637;1.7274;0
1955;781;821;1.3005;2.601;0
1956;782;781;0.8637;1.7274;0
1957;782;742;1.1105;2.221;0
1958;782;821;1.3539;2.7078;0
1959;784;785;0.5205;1.041;0
1960;784;824;1.2011;2.4022;0
1961;784;825;1.6187;3.2374;0
1962;785;784;0.5205;1.041;0
1963;785;744;1.299;2.598;0
1964;785;786;1.3863;2.7726;0
1965;785;824;1.4991;2.9982;0
1966;785;826;1.7575;3.515;0
1967;786;785;1.3863;2.7726;0
1968;786;745;1.4993;2.9986;0
1969;786;787;0.973;1.946;0
1970;786;827;1.363;2.726;0
1971;787;747;0.8625;1.725;0
1972;787;746;1.6284;3.2568;0
1973;788;749;1.7425;3.485;0
1974;788;789;0.9323;1.8646;0
1975;788;827;1.1352;2.2704;0
1976;789;788;0.9323;1.8646;0
1977;789;749;1.3594;2.7188;0
1978;789;748;1.4654;2.9308;0
1979;789;829;0.9071;1.8142;0
1980;791;752;1.6623;3.3246;0
1981;791;792;1.2741;2.5482;0
1982;791;832;1.5195;3.039;0
1983;792;751;1.6346;3.2692;0
1984;792;833;0.8638;1.7276;0
1985;793;752;1.4723;2.9446;0
1986;793;754;1.4353;2.8706;0
1987;795;754;1.7719;3.5438;0
1988;795;834;1.831;1.831;1
1989;796;795;0.7768;0.7768;1
1990;796;756;1.4367;2.8734;0
1991;796;757;1.5655;1.5655;1
1992;796;836;1.0743;1.0743;1
1993;796;837;1.4188;1.4188;1
1994;798;758;0.8918;1.7836;0
1995;798;799;1.4124;2.8248;0
1996;798;838;1.4538;2.9076;0
1997;799;798;1.4124;2.8248;0
1998;799;759;1.2222;2.4444;0
1999;799;839;1.1635;2.327;0
2000;800;801;1.1782;2.3564;0
2001;801;800;1.1782;2.3564;0
2002;801;841;0.893;1.786;0
2003;801;842;1.4757;1.4757;1
2004;802;801;0.8868;1.7736;0
2005;802;762;0.7515;1.503;0
2006;802;761;1.2068;2.4136;0
2007;802;843;1.5185;3.037;0
2008;807;766;1.5464;3.0928;0
2009;809;769;1.0195;2.039;0
2010;809;770;1.5045;3.009;0
2011;809;810;1.2775;2.555;0
2012;809;848;1.5758;3.1516;0
2013;809;850;1.4463;2.8926;0
2014;810;809;1.2775;2.555;0
2015;810;769;1.562;3.124;0
2016;810;850;0.7527;1.5054;0
2017;811;772;1.3843;2.7686;0
2018;811;812;1.021;2.042;0
2019;811;851;1.0507;2.1014;0
2020;812;811;1.021;2.042;0
2021;813;773;0.9859;1.9718;0
2022;813;772;1.1101;2.2202;0
2023;813;854;1.596;3.192;0
2024;814;775;1.2954;2.5908;0
2025;814;854;1.325;2.65;0
2026;815;814;0.8407;1.6814;0
2027;815;775;1.4345;2.869;0
2028;815;854;1.627;3.254;0
2029;815;855;1.1688;2.3376;0
2030;816;855;1.3689;1.3689;1
2031;817;816;0.8078;0.8078;1
2032;817;777;1.0866;2.1732;0
2033;817;778;1.084;2.168;0
2034;817;857;0.9714;1.9428;0
2035;818;817;1.427;1.427;1
2036;818;778;0.8778;0.8778;1
2037;818;777;1.5381;1.5381;1
2038;818;779;1.2288;1.2288;1
2039;818;819;0.9407;0.9407;1
2040;818;858;0.9203;1.8406;0
2041;819;818;0.9407;0.9407;1
2042;819;820;0.567;0.567;1
2043;820;821;1.4299;1.4299;1
2044;820;859;1.2937;2.5874;0
2045;821;820;1.4299;1.4299;1
2046;821;781;1.3005;2.601;0
2047;821;782;1.3539;2.7078;0
2048;821;860;1.7338;1.7338;1
2049;824;784;1.2011;2.4022;0
2050;824;785;1.4991;2.9982;0
2051;824;863;0.7676;1.5352;0
2052;825;784;1.6187;3.2374;0
2053;825;826;0.8856;1.7712;0
2054;825;866;1.2432;2.4864;0
2055;826;785;1.7575;3.515;0
2056;826;827;1.1613;2.3226;0
2057;826;866;1.0668;2.1336;0
2058;827;787;0.9135;1.827;0
2059;827;788;1.1352;2.2704;0
2060;829;789;0.9071;1.8142;0
2061;829;868;1.4453;2.8906;0
2062;832;791;1.5195;3.039;0
2063;832;793;1.347;2.694;0
2064;832;833;0.7287;1.4574;0
2065;832;872;0.8873;1.7746;0
2066;833;832;0.7287;1.4574;0
2067;833;792;0.8638;1.7276;0
2068;833;834;1.044;2.088;0
2069;833;874;1.7737;3.5474;0
2070;834;795;1.831;3.662;0
2071;834;874;0.952;1.904;0
2072;834;875;1.393;2.786;0
2073;836;796;1.0743;1.0743;1
2074;836;795;1.5015;3.003;0
2075;836;837;0.9419;1.8838;0
2076;836;875;1.677;1.677;1
2077;837;796;1.4188;2.8376;0
2078;837;876;1.4063;1.4063;1
2079;837;878;1.4977;2.9954;0
2080;838;837;0.7451;1.4902;0
2081;838;798;1.4538;2.9076;0
2082;838;878;0.9325;1.865;0
2083;838;879;1.2734;2.5468;0
2084;839;799;1.1635;2.327;0
2085;839;878;1.0831;2.1662;0
2086;839;879;0.597;1.194;0
2087;841;801;0.893;1.786;0
2088;841;842;0.9031;1.8062;0
2089;841;881;1.5331;3.0662;0
2090;842;841;0.9031;1.8062;0
2091;842;801;1.4757;2.9514;0
2092;842;843;0.9679;0.9679;1
2093;842;881;1.508;3.016;0
2094;843;842;0.9679;1.9358;0
2095;843;802;1.5185;3.037;0
2096;843;883;1.194;1.194;1
2097;843;884;1.6301;3.2602;0
2098;844;843;1.7247;3.4494;0
2099;844;845;1.7247;3.4494;0
2100;845;844;1.0707;2.1414;0
2101;847;848;0.8785;1.757;0
2102;847;888;1.2008;2.4016;0
2103;848;847;0.8785;1.757;0
2104;848;809;1.5758;3.1516;0
2105;848;888;0.9136;1.8272;0
2106;848;889;1.4062;2.8124;0
2107;849;850;1.3117;1.3117;1
2108;849;888;1.4042;1.4042;1
2109;850;809;1.4463;2.8926;0
2110;850;851;0.6908;1.3816;0
2111;850;889;1.5298;3.0596;0
2112;851;811;1.0507;2.1014;0
2113;851;810;0.9723;1.9446;0
2114;851;892;1.3602;2.7204;0
2115;853;893;1.1767;2.3534;0
2116;854;853;1.0966;2.1932;0
2117;854;814;1.325;2.65;0
2118;854;813;1.596;3.192;0
2119;854;895;1.568;3.136;0
2120;855;815;1.1688;2.3376;0
2121;855;816;1.3689;1.3689;1
2122;855;895;0.8191;1.6382;0
2123;857;817;0.9714;1.9428;0
2124;857;897;1.201;2.402;0
2125;858;818;0.9203;1.8406;0
2126;859;818;1.1961;2.3922;0
2127;859;860;0.9589;1.9178;0
2128;859;900;1.4025;2.805;0
2129;860;859;0.9589;1.9178;0
2130;860;821;1.7338;1.7338;1
2131;860;901;1.2271;1.2271;1
2132;861;860;0.8853;1.7706;0
2133;861;821;1.2328;2.4656;0
2134;861;820;1.6111;3.2222;0
2135;863;824;0.7676;1.5352;0
2136;863;904;1.3473;2.6946;0
2137;865;826;1.3519;2.7038;0
2138;865;866;1.0752;2.1504;0
2139;865;904;1.3387;2.6774;0
2140;865;905;0.9016;1.8032;0
2141;865;906;1.1701;2.3402;0
2142;866;865;1.0752;2.1504;0
2143;866;825;1.2432;2.4864;0
2144;866;906;0.9077;1.8154;0
2145;868;829;1.4453;2.8906;0
2146;870;871;0.9421;0.9421;1
2147;870;909;1.6498;1.6498;1
2148;870;911;1.6346;3.2692;0
2149;871;870;0.9421;1.8842;0
2150;871;910;1.1479;2.2958;0
2151;871;912;1.3649;1.3649;1
2152;872;832;0.8873;1.7746;0
2153;873;834;1.0574;2.1148;0
2154;874;834;0.952;1.904;0
2155;874;833;1.7737;3.5474;0
2156;874;915;1.4537;2.9074;0
2157;875;834;1.393;2.786;0
2158;875;836;1.677;1.677;1
2159;875;915;0.7604;1.5208;0
2160;876;837;1.4063;2.8126;0
2161;878;838;0.9325;1.865;0
2162;878;839;1.0831;2.1662;0
2163;878;879;0.7579;1.5158;0
2164;878;917;1.5443;3.0886;0
2165;878;919;0.9669;1.9338;0
2166;879;878;0.7579;1.5158;0
2167;879;839;0.597;1.194;0
2168;879;919;0.8836;1.7672;0
2169;881;841;1.5331;3.0662;0
2170;881;842;1.508;3.016;0
2171;881;921;0.6211;1.2422;0
2172;883;843;1.194;2.388;0
2173;883;884;0.8372;1.6744;0
2174;883;923;0.9872;1.9744;0
2175;884;883;0.8372;1.6744;0
2176;884;843;1.6301;3.2602;0
2177;884;885;1.2592;2.5184;0
2178;884;924;0.5037;1.0074;0
2179;885;884;1.2592;2.5184;0
2180;885;925;0.9483;1.8966;0
2181;885;926;1.517;3.034;0
2182;885;844;1.7247;3.4494;0
2183;887;888;1.079;2.158;0
2184;887;926;1.2537;2.5074;0
2185;887;928;1.2419;2.4838;0
2186;888;887;1.079;2.158;0
2187;888;848;0.9136;1.8272;0
2188;888;847;1.2008;2.4016;0
2189;888;849;1.4042;1.4042;1
2190;888;889;1.1601;2.3202;0
2191;888;927;1.2525;1.2525;1
2192;888;928;1.1069;2.2138;0
2193;888;929;1.6334;3.2668;0
2194;889;888;1.1601;2.3202;0
2195;889;850;1.5298;3.0596;0
2196;889;930;1.4361;2.8722;0
2197;891;850;1.7247;3.4494;0
2198;892;851;1.3602;2.7204;0
2199;893;853;1.1767;2.3534;0
2200;893;894;0.8339;1.6678;0
2201;894;893;0.8339;1.6678;0
2202;894;854;0.7697;1.5394;0
2203;894;895;1.2498;2.4996;0
2204;895;894;1.2498;2.4996;0
2205;895;855;0.8191;1.6382;0
2206;897;857;1.201;2.402;0
2207;897;937;0.8347;1.6694;0
2208;897;938;1.5473;3.0946;0
2209;898;858;1.0574;2.1148;0
2210;898;938;1.2491;2.4982;0
2211;900;859;1.4025;2.805;0
2212;900;901;0.7656;1.5312;0
2213;900;941;1.5251;3.0502;0
2214;901;900;0.7656;1.5312;0
2215;901;861;0.7417;1.4834;0
2216;901;860;1.2271;1.2271;1
2217;901;940;1.2419;2.4838;0
2218;901;941;0.8959;1.7918;0
2219;901;942;1.7674;3.5348;0
2220;904;863;1.3473;2.6946;0
2221;904;865;1.3387;2.6774;0
2222;904;944;1.0905;2.181;0
2223;904;945;1.274;2.548;0
2224;905;865;0.9016;1.8032;0
2225;905;866;1.1316;2.2632;0
2226;905;906;0.4713;0.9426;0
2227;905;944;1.8766;3.7532;0
2228;906;866;0.9077;1.8154;0
2229;906;865;1.1701;2.3402;0
2230;906;946;1.0908;2.1816;0
2231;909;870;1.6498;3.2996;0
2232;909;949;1.1375;1.1375;1
2233;910;909;0.9149;1.8298;0
2234;910;871;1.1479;2.2958;0
2235;910;911;0.7644;1.5288;0
2236;910;951;1.3726;2.7452;0
2237;911;870;1.6346;1.6346;1
2238;912;871;1.3649;2.7298;0
2239;912;873;1.3385;1.3385;1
2240;912;951;1.512;3.024;0
2241;915;874;1.4537;2.9074;0
2242;915;955;1.3943;2.7886;0
2243;917;878;1.5443;3.0886;0
2244;917;918;0.8598;1.7196;0
2245;917;956;1.345;2.69;0
2246;917;957;0.9659;1.9318;0
2247;918;917;0.8598;1.7196;0
2248;918;957;1.5129;3.0258;0
2249;919;879;0.8836;1.7672;0
2250;919;878;0.9669;1.9338;0
2251;919;958;1.328;2.656;0
2252;920;921;0.8539;1.7078;0
2253;921;920;0.8539;1.7078;0
2254;921;881;0.6211;1.2422;0
2255;921;922;0.8131;1.6262;0
2256;922;921;0.8131;1.6262;0
2257;922;923;1.1887;2.3774;0
2258;923;922;1.1887;2.3774;0
2259;923;883;0.9872;1.9744;0
2260;923;962;1.3608;2.7216;0
2261;924;884;0.5037;1.0074;0
2262;924;883;1.0163;2.0326;0
2263;924;885;1.4765;2.953;0
2264;924;925;1.0025;2.005;0
2265;925;885;0.9483;1.8966;0
2266;925;965;1.1654;2.3308;0
2267;925;966;1.3905;2.781;0
2268;926;885;1.517;3.034;0
2269;926;887;1.2537;2.5074;0
2270;926;927;0.9356;1.8712;0
2271;926;966;0.6051;1.2102;0
2272;926;967;1.0739;2.1478;0
2273;927;926;0.9356;1.8712;0
2274;927;888;1.2525;1.2525;1
2275;927;928;0.8243;1.6486;0
2276;927;966;1.3995;1.3995;1
2277;928;927;0.8243;1.6486;0
2278;928;887;1.2419;2.4838;0
2279;928;967;1.1507;2.3014;0
2280;929;888;1.6334;3.2668;0
2281;929;930;0.8173;1.6346;0
2282;929;969;1.289;2.578;0
2283;929;970;1.5192;3.0384;0
2284;930;889;1.4361;2.8722;0
2285;930;891;1.6575;3.315;0
2286;930;931;0.7239;1.4478;0
2287;930;970;1.1774;2.3548;0
2288;930;971;1.3988;2.7976;0
2289;931;891;1.2879;2.5758;0
2290;931;972;1.9584;3.9168;0
2291;935;894;1.3643;2.7286;0
